Size,Speed (s)
16,37.585644245147705
16,37.1823308467865
16,37.22628974914551
16,37.20120143890381
16,37.21195435523987
16,37.94099974632263
16,39.25095272064209
16,41.957236528396606
16,39.89297366142273
16,40.80457258224487
