1973.98406374502, 1.005118565509718
1978.0042579129158, 3.6389459900993897
1981.983993074266, 16.32526765869394
1986.0055123187958, 37.33035193192468
1989.0321640268196, 57.32114486205593
1993.0520931793887, 227.5016123493253
1996.0384625577512, 407.15155477896604
1998.9818111147429, 2195.146020234684
2002.0075794383442, 4578.823259339449
2005.0337011157144, 8449.466108283244
2008.0195404634235, 18172.869307986843
2011.0853261013594, 35653.84976455448
2013.0751495128134, 76683.27723838767
2016.0606355067534, 186427.5009098161
2019.046739869789, 365757.2173535994
