1973.98406374502, 1.005118565509714
1978.003904559147, 4.1133028584384235
1981.983993074266, 16.32526765869394
1986.0038338883933, 66.80880488086873
1988.988966528564, 183.5938347605004
1993.0088073426914, 751.3313067986808
1995.9938516444201, 2128.921486746444
1999.018736583599, 6032.367686157178
2002.0437098612203, 16577.238855892974
2005.028754162949, 46972.14088097992
2008.0137984646778, 133097.07594387967
2011.0386834038568, 377134.8568015568
2013.0287718306374, 739911.1993541841
2016.0138161323662, 2096562.2440268148
2019.038612733103, 6125473.841572458
